GQ id,fifth_col,number_room,rank,year
397893.0,Guest item storage Dining Front desk services Onsite parking Internet (Public areas) Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa,36.0,3.0,2012.0
397778.0,Designated smoking area Guest item storage Dining On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Ticketing/Tours Wake-up service Social spaces Onsite car/limo rental Check-in/out Offsite parking Bicycles business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa,125.0,3.0,2012.0
395831.0,Designated smoking area Dining On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Check-in/out Salon Fireplace otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa,40.0,3.0,2011.0
378618.0,Designated smoking area Guest item storage Dining Conference/Business Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Laundry Live entertainment Connectivity/Devices On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Wake-up service Leisure/Entertainment Offsite parking Salon Medical service Sunbathing Smoking rooms available business family budget otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa carteBlanche,50.0,3.0,2012.0
378533.0,Designated smoking area Guest item storage Dining Newspapers in lobby Laundry Bar On-site shopping Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Ticketing/Tours Leisure/Entertainment Check-in/out Offsite parking shopping urban family budget green otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa carteBlanche,16.0,3.0,2011.0
378470.0,Designated smoking area Guest item storage Dining Newspapers in lobby Air-conditioning in public areas Laundry Live entertainment On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Wellness centre/club Ticketing/Tours Cash services Wake-up service Leisure/Entertainment Check-in/out Offsite parking business budget otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa carteBlanche,47.0,3.0,2010.0
378455.0,Designated smoking area Landscape features Guest item storage Dining Fitness centre/Gym Porter/Bellhop Pool Laundry Bar Live entertainment On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Ticketing/Tours Social spaces Onsite car/limo rental Leisure/Entertainment Check-in/out Offsite parking Ground sports facilities Bicycles Places of worship Tours and activities otherPolicy checkInOutPolicy petPolicy Hotel americanExpress dinersClub jcbInternational mastercard visa visaElectron,107.0,3.0,2017.0
378452.0,Refreshments Guest item storage Dining Air-conditioning in public areas Laundry Live entertainment Connectivity/Devices On-site shopping Front desk services Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Onsite car/limo rental Check-in/out Offsite parking otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress jcbInternational mastercard visa carteBlanche,75.0,3.0,2012.0
378373.0,Designated smoking area Refreshments Guest item storage Dining Fitness centre/Gym Air-conditioning in public areas Laundry Bar On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Ticketing/Tours Leisure/Entertainment Offsite parking business family otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress mastercard visa,60.0,3.0,2013.0
377659.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Porter/Bellhop Air-conditioning in public areas Laundry Designated non-smoking area Front desk services Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Ticketing/Tours Cash services Check-in/out Offsite parking business budget otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa carteBlanche unionPay,40.0,3.0,2013.0
376161.0,Designated smoking area Landscape features Guest item storage Dining Bar Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Housekeeping Babysitting/Childcare/Young ones Wake-up service Leisure/Entertainment Check-in/out Offsite parking Sunbathing budget green otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Capsule hotels mastercard visa,24.0,3.0,2013.0
374978.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Air-conditioning in public areas Pool Laundry Bar On-site shopping Private event hosting Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Onsite car/limo rental Check-in/out Ground sports facilities business family otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress mastercard visa,204.0,4.0,1996.0
371236.0,Designated smoking area Guest item storage Dining Air-conditioning in public areas Laundry Bar Connectivity/Devices On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Ticketing/Tours Cash services Wake-up service Check-in/out Offsite parking Salon business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress jcbInternational mastercard visa,46.0,3.0,2013.0
369391.0,Designated smoking area Refreshments Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment On-site shopping Private event hosting Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Wake-up service Onsite car/limo rental Leisure/Entertainment Check-in/out Salon Medical service Sunbathing business shopping family luxury spaWellness gourmet design otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Aparthotel Private vacation home americanExpress dinersClub jcbInternational mastercard visa creditCards,647.0,5.0,2008.0
362516.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Newspapers in lobby Porter/Bellhop Laundry Connectivity/Devices On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Ticketing/Tours Cash services Wake-up service Onsite car/limo rental Leisure/Entertainment Check-in/out Smoking rooms available business family budget otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress dinersClub jcbInternational mastercard visa,96.0,3.0,2011.0
337761.0,Designated smoking area Refreshments Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Connectivity/Devices On-site shopping Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Wake-up service Social spaces Leisure/Entertainment Check-in/out business family luxury otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Apartment Aparthotel Resort americanExpress dinersClub jcbInternational mastercard visa,150.0,5.0,2013.0
265315.0,Designated smoking area Landscape features Guest item storage Dining Fitness centre/Gym Pool Laundry Bar Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Social spaces Leisure/Entertainment Offsite parking otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Apartment mastercard visa,153.0,4.0,2007.0
237843.0,Designated smoking area Landscape features Guest item storage Dining Conference/Business Newspapers in lobby Air-conditioning in public areas Laundry Bar On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Lift Housekeeping Babysitting/Childcare/Young ones Wake-up service Leisure/Entertainment Check-in/out urban budget green rural otherPolicy checkInOutPolicy Hotel jcbInternational mastercard visa carteBlanche,72.0,3.0,2015.0
231237.0,Designated smoking area Refreshments Guest item storage Air-conditioning in public areas Laundry Live entertainment Connectivity/Devices Front desk services Onsite parking Internet (Public areas) Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wake-up service Onsite car/limo rental Check-in/out Smoking rooms available boutique otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress mastercard visa carteBlanche unionPay,76.0,3.0,2012.0
231235.0,Designated smoking area Guest item storage Dining Newspapers in lobby Air-conditioning in public areas Laundry Bar Connectivity/Devices On-site shopping Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Lift Accessible property Housekeeping Wellness centre/club Check-in/out Medical service family budget otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa carteBlanche,50.0,2.0,2011.0
219843.0,Designated smoking area Guest item storage Dining Conference/Business Laundry On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Check-in/out business budget green otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa,405.0,3.0,2013.0
217865.0,Designated smoking area Guest item storage Dining Conference/Business Newspapers in lobby Porter/Bellhop Pool Laundry Bar Private event hosting Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Wellness centre/club Check-in/out business shopping urban family budget otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress mastercard visa,311.0,3.5,2009.0
217855.0,Designated smoking area Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Connectivity/Devices Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Offsite parking business family budget rural otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress mastercard visa,102.0,3.0,1995.0
217849.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Bar Live entertainment Connectivity/Devices On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Ticketing/Tours Cash services Wake-up service Onsite car/limo rental Leisure/Entertainment Check-in/out Offsite parking Salon Ground sports facilities business family otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel jcbInternational mastercard visa carteBlanche unionPay,88.0,3.0,2009.0
217844.0,Guest item storage Dining Conference/Business Porter/Bellhop Air-conditioning in public areas Laundry Connectivity/Devices Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Security Lift Accessible property Cash services Wake-up service Check-in/out otherPolicy checkInOutPolicy Hotel mastercard visa carteBlanche,98.0,3.0,2010.0
217833.0,Designated smoking area Refreshments Guest item storage Dining Air-conditioning in public areas Laundry Bar Live entertainment Front desk services Onsite parking Internet (Public areas) Transfers Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Ticketing/Tours Cash services Wake-up service Onsite car/limo rental Medical service Smoking rooms available shopping urban budget otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress dinersClub jcbInternational mastercard visa visaElectron,110.0,3.0,1995.0
217828.0,Designated smoking area Guest item storage Dining Conference/Business Air-conditioning in public areas Laundry Bar On-site shopping Private event hosting Front desk services Onsite parking Internet (Public areas) Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Check-in/out business family otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress jcbInternational mastercard visa,104.0,3.5,1973.0
217039.0,Designated smoking area Guest item storage Dining Conference/Business Fitness centre/Gym Air-conditioning in public areas Pool Laundry Bar Live entertainment Connectivity/Devices On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Ticketing/Tours Cash services Wake-up service Onsite car/limo rental Leisure/Entertainment Check-in/out Offsite parking Salon Ground sports facilities Smoking rooms available business family budget otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Apartment Aparthotel Private vacation home americanExpress jcbInternational mastercard visa,209.0,3.5,2011.0
216092.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment On-site shopping Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Wake-up service Onsite car/limo rental Leisure/Entertainment Check-in/out Salon Indoor games Sunbathing Smoking rooms available business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Apartment Aparthotel Private vacation home americanExpress dinersClub jcbInternational mastercard visa creditCards cash,183.0,4.0,2013.0
205521.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Fitness centre/Gym Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment Connectivity/Devices On-site shopping Private event hosting Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Wake-up service Onsite car/limo rental Check-in/out business family luxury spaWellness gourmet design otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress dinersClub jcbInternational mastercard visa creditCards carteBlanche discover unionPay,412.0,5.0,2012.0
201161.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Cash services Leisure/Entertainment Check-in/out Salon Indoor games business spaWellness otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Apartment americanExpress mastercard visa cash,91.0,4.0,1984.0
186842.0,Refreshments Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Ticketing/Tours Cash services Wake-up service Leisure/Entertainment Check-in/out Indoor games business urban family budget romantic green otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress dinersClub jcbInternational mastercard visa,238.0,3.0,1997.0
148791.0,Designated smoking area Refreshments Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment On-site shopping Private event hosting Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Onsite car/limo rental Leisure/Entertainment Check-in/out Offsite parking Indoor games Ground sports facilities Bicycles Golf Watersports activities Tours and activities Private beach business family luxury romantic spaWellness sport adventure beach otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Resort americanExpress dinersClub jcbInternational mastercard visa,393.0,5.0,2009.0
111356.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Fitness centre/Gym Air-conditioning in public areas Pool Laundry Bar On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna business urban family budget luxury romantic spaWellness green wildlife rural otherPolicy checkInOutPolicy Hotel americanExpress dinersClub jcbInternational mastercard visa,341.0,5.0,1997.0
87105.0,Designated smoking area Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Pool Laundry Bar On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Lift Accessible property Housekeeping Wellness centre/club Cash services Leisure/Entertainment Check-in/out business shopping family otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress jcbInternational mastercard visa,332.0,4.0,1999.0
72913.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Laundry Bar Live entertainment Connectivity/Devices On-site shopping Private event hosting Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Ticketing/Tours Wake-up service Check-in/out Offsite parking Salon Fireplace business shopping urban budget otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress jcbInternational mastercard visa creditCards,116.0,3.0,1999.0
70617.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Air-conditioning in public areas Pool Laundry Bar On-site shopping Front desk services Onsite parking Internet (Public areas) Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Ticketing/Tours Cash services Social spaces Check-in/out Indoor games Sunbathing Golf business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress dinersClub mastercard visa,250.0,3.0,2013.0
68840.0,Designated smoking area Refreshments Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Connectivity/Devices On-site shopping Private event hosting Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Cash services Onsite car/limo rental Check-in/out Salon Sunbathing business family luxury romantic spaWellness gourmet design green wildlife rural otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress mastercard visa,118.0,5.0,2004.0
68006.0,Designated smoking area Refreshments Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Pool Laundry Bar Connectivity/Devices On-site shopping Private event hosting Front desk services Onsite parking Internet (Public areas) Transfers Lift Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Cash services Social spaces Onsite car/limo rental Check-in/out Salon Indoor games Ground sports facilities Golf business family romantic spaWellness golf sport green wildlife rural otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Resort americanExpress mastercard visa,413.0,5.0,2013.0
67727.0,Designated smoking area Refreshments Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Live entertainment Connectivity/Devices On-site shopping Private event hosting Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Spa/Sauna Cash services Wake-up service Check-in/out Salon Medical service Sunbathing business urban family spaWellness otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress mastercard visa,555.0,4.0,1997.0
64413.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar On-site shopping Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Wake-up service Onsite car/limo rental Check-in/out Ground sports facilities Medical service Smoking rooms available business family luxury romantic spaWellness otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Apartment Aparthotel americanExpress dinersClub jcbInternational mastercard visa creditCards,242.0,5.0,1995.0
58777.0,Designated smoking area Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment On-site shopping Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Salon business shopping urban family spaWellness gourmet design otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress dinersClub jcbInternational mastercard visa,300.0,3.0,1998.0
58183.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Connectivity/Devices Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Ticketing/Tours Cash services Leisure/Entertainment Check-in/out Offsite parking Fireplace Golf business family budget golf sport rural otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress jcbInternational mastercard visa carteBlanche,324.0,3.0,1998.0
41484.0,Designated smoking area Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Air-conditioning in public areas Pool Laundry Bar Live entertainment Connectivity/Devices On-site shopping Private event hosting Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Onsite car/limo rental Salon Fireplace Medical service business urban family budget spaWellness otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Aparthotel mastercard visa carteBlanche,58.0,3.5,2004.0
13916.0,Designated smoking area Refreshments Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment Connectivity/Devices On-site shopping Private event hosting Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Social spaces Onsite car/limo rental Leisure/Entertainment Check-in/out Offsite parking Salon Indoor games Ground sports facilities Medical service Golf business shopping urban family luxury romantic spaWellness gourmet design otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress dinersClub jcbInternational mastercard visa visaElectron,643.0,5.0,1998.0
11105.0,Designated smoking area Refreshments Guest item storage Dining Conference/Business Fitness centre/Gym Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Ticketing/Tours Cash services Onsite car/limo rental Check-in/out business shopping urban family budget otherPolicy checkInOutPolicy Hotel americanExpress jcbInternational mastercard visa,328.0,4.0,2013.0
2809428.0,Designated smoking area Landscape features Guest item storage Dining Fitness centre/Gym Pool Laundry Front desk services Onsite parking Internet (Public areas) Transfers Security Housekeeping Babysitting/Childcare/Young ones Wake-up service Offsite parking otherPolicy checkInOutPolicy Hotel,40.0,2.0,2013.0
2809322.0,Designated smoking area Guest item storage Air-conditioning in public areas Live entertainment Connectivity/Devices On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Ticketing/Tours Cash services Wake-up service Check-in/out Sunbathing business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel jcbInternational mastercard visa carteBlanche unionPay,92.0,2.0,1930.0
2804679.0,Dining Front desk services Internet (Public areas) Housekeeping Check-in/out business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa,28.0,2.0,2013.0
2804665.0,Designated smoking area Guest item storage Dining On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Housekeeping Ticketing/Tours Cash services Salon Places of worship otherPolicy checkInOutPolicy Guesthouse,13.0,1.0,2013.0
2804658.0,Dining Laundry On-site shopping Front desk services Onsite parking Internet (Public areas) Housekeeping Babysitting/Childcare/Young ones Cash services Salon otherPolicy checkInOutPolicy Hotel,30.0,2.5,2013.0
2804657.0,Guest item storage Front desk services Onsite parking Internet (Public areas) Housekeeping Babysitting/Childcare/Young ones Check-in/out Offsite parking otherPolicy checkInOutPolicy Hotel Hostel,23.0,1.0,2014.0
2798684.0,Designated smoking area Refreshments Landscape features Guest item storage Laundry On-site shopping Front desk services Internet (Public areas) Transfers Housekeeping Check-in/out Offsite parking Indoor games otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Hostel mastercard visa,10.0,2.0,1917.0
2797949.0,Landscape features Guest item storage Dining Front desk services Onsite parking Internet (Public areas) Lift Housekeeping Babysitting/Childcare/Young ones Cash services Check-in/out Offsite parking otherPolicy checkInOutPolicy Hotel,48.0,2.0,2014.0
2783696.0,Designated smoking area Refreshments Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment Connectivity/Devices On-site shopping Private event hosting Designated non-smoking area Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Cash services Wake-up service Onsite car/limo rental Leisure/Entertainment Check-in/out Fireplace Medical service Sunbathing Bicycles business luxury spaWellness otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Apartment americanExpress jcbInternational mastercard visa,55.0,5.0,2018.0
2769782.0,Designated smoking area Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Newspapers in lobby Porter/Bellhop Air-conditioning in public areas Pool Laundry Bar Live entertainment Connectivity/Devices On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wellness centre/club Spa/Sauna Ticketing/Tours Onsite car/limo rental Leisure/Entertainment Check-in/out Indoor games Bicycles Golf business luxury otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel Apartment Aparthotel americanExpress mastercard visa creditCards cash,200.0,5.0,2013.0
2759236.0,Guest item storage Laundry Front desk services Onsite parking Internet (Public areas) Security Accessible property Housekeeping Check-in/out business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa,38.0,3.0,2013.0
2758646.0,Landscape features Pool Onsite parking Accessible property Housekeeping Social spaces Sunbathing checkInOutPolicy petPolicy serviceAnimalPolicy Villa cash,15.0,3.0,2013.0
2757648.0,Designated smoking area Landscape features Guest item storage Dining Conference/Business Fitness centre/Gym Pool Laundry Bar On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Babysitting/Childcare/Young ones Spa/Sauna Cash services Leisure/Entertainment Check-in/out Offsite parking Indoor games Sunbathing Bicycles business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Apartment mastercard visa,43.0,4.0,2017.0
2757410.0,Designated smoking area Guest item storage Dining Conference/Business Fitness centre/Gym Air-conditioning in public areas Pool Laundry Live entertainment Front desk services Internet (Public areas) Security Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Wake-up service Check-in/out Golf business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress mastercard visa,147.0,4.0,2017.0
2755202.0,Guest item storage Dining Laundry On-site shopping Front desk services Onsite parking Internet (Public areas) Lift Accessible property Housekeeping Babysitting/Childcare/Young ones Offsite parking business otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel mastercard visa,36.0,3.0,2013.0
2755058.0,Designated smoking area Guest item storage Dining Conference/Business Newspapers in lobby Porter/Bellhop Pool Laundry On-site shopping Front desk services Onsite parking Internet (Public areas) Transfers Security Lift Accessible property Housekeeping Wake-up service Leisure/Entertainment Check-in/out Offsite parking Golf business family otherPolicy checkInOutPolicy petPolicy serviceAnimalPolicy Hotel americanExpress dinersClub jcbInternational mastercard visa,121.0,3.5,2018.0
2750216.0,Onsite parking checkInOutPolicy petPolicy serviceAnimalPolicy Apartment cash,1.0,3.0,2013.0
2749682.0,Onsite parking Housekeeping checkInOutPolicy petPolicy serviceAnimalPolicy Apartment cash,28.0,3.0,2013.0
