,GQ id,name,EAN id,Kmeans with 6cluster ,Kmeans with 5 cluster ,BinaryClustring 5 ,BinaryClustring 6 ,Hierarchical Clustering 5,Hierarchical Clustering 6 ,Hybrid Clustring 5 
74,364063,Hotel 99 Pudu,364063,3,3,3,3,4,4,3
75,364062,Citadines DPulze Cyberjaya,364062,5,3,3,2,1,6,1
76,362558,Pacific Express Hotel Central Market Kuala Lumpur,362558,5,3,3,2,1,6,1
77,362517,Four Points by Sheraton Puchong,362517,5,3,3,2,1,6,1
78,346514,Capri By Fraser - Hotel Residence,346514,5,3,3,2,1,6,1
79,217038,Ancasa Express @ Pudu,217038,3,3,3,3,4,4,3
80,173525,Leo Palace Hotel,173525,5,2,5,2,1,6,1
81,83135,Concorde Shah Alam,83135,2,2,5,1,1,6,1
82,79633,Royale Chulan The Curve,79633,3,3,3,3,4,4,3
83,73927,Hilton Garden Inn Kuala Lumpur North Tower,73927,5,3,3,2,1,6,1
84,68633,Ascott Kuala Lumpur,68633,5,3,3,2,1,6,1
85,68619,RegalPark Hotel Kuala Lumpur,68619,3,3,3,3,4,4,3
86,66123,The Zon All Suites Residences on the Park K L,66123,5,3,3,2,4,4,3
87,65991,Ambassador Row Hotel Suites by Lanson Place,65991,5,3,3,2,1,6,1
88,16322,Summit Hotel KL City Centre,16322,5,3,3,2,1,6,1
89,11670,Evergreen Lodge at Vail,11670,5,3,3,2,1,6,1
90,501772,Nu Hotel@ Kl Sentral,501772,3,5,2,3,4,4,4
91,480454,Oasia Suites Kuala Lumpur,480454,5,3,3,2,1,6,1
92,474302,Sama-Sama Express Klia 2,474302,6,5,2,5,2,2,3
93,473737,The Kuala Lumpur Journal,473737,3,3,3,3,4,4,3
94,433496,Kip Hotel Kuala Lumpur,433496,5,3,3,2,1,6,1
95,397516,Valenza Hotel & Cafe,397516,3,5,2,3,4,4,4
96,378532,V'La Heritage Hotel,378532,6,5,2,5,2,2,4
97,378492,Prescott Hotel Kuala Lumpur Sentral,378492,3,3,3,3,4,4,3
98,378459,Mandarin Pacific Hotel,378459,3,3,3,3,4,4,3
99,377371,The Grand Campbell Hotel,377371,3,3,3,3,4,4,3
100,376291,D'Majestic by Swiss Garden,376291,5,3,3,2,4,4,3
101,368671,Sama-Sama Express KL International Airport,368671,3,5,2,3,4,4,4
102,362155,Ascott Sentral Kuala Lumpur,362155,3,3,3,3,4,4,3
103,359150,Greystone Boutique Hotel,359150,6,5,2,5,2,2,4
104,356751,Pudu Plaza,356751,2,2,5,1,1,6,1
105,231243,My Hotel @ Bukit Bintang,231243,3,5,2,3,4,4,3
106,206667,Frenz Hotel Kuala Lumpur,206667,3,5,2,3,4,4,3
107,187811,GTower Hotel Kuala Lumpur,187811,3,3,3,2,4,4,3
108,176668,Hotel Rae Bukit Bintang,176668,6,5,2,5,2,2,3
109,164438,StarPoints Hotel Kuala Lumpur,164438,3,3,3,3,4,4,3
110,127062,The Saujana Kuala Lumpur,127062,2,2,5,1,1,6,1
111,104329,Bangi Resort Hotel (Formerly known as Hotel Bangi-Putrajaya),104329,5,3,3,2,1,6,1
112,104326,Somerset Seri Bukit Ceylon,104326,3,5,2,3,4,4,3
113,68621,InterContinental Kuala Lumpur,68621,2,2,5,1,5,1,2
114,68009,Resorts World Genting - First World Hotel,68009,1,1,1,6,3,3,2
115,59258,The Boulevard - A St Giles Hotel,59258,2,2,5,1,1,6,1
116,40376,Dynasty Hotel Kuala Lumpur,40376,4,4,4,4,5,5,2
117,17983,Sheraton Imperial Kuala Lumpur Hotel,17983,2,2,5,1,1,6,1
118,16793,Renaissance Kuala Lumpur Hotel,16793,4,4,4,4,5,5,2
119,563352,"Hotel Stripes Kuala Lumpur, Autograph Collection",563352,5,3,3,2,4,4,3
120,562571,Grand Ion Delemen Hotel Genting Highlands,562571,4,4,4,4,5,1,2
121,546379,Pegasus Hotel Shah Alam,546379,5,3,3,2,1,6,5
122,537394,Avenue J Hotel Central Market Kuala Lumpur,537394,6,5,2,5,2,2,3
123,534372,Yija Hotel,534372,6,5,2,5,2,2,4
124,510799,Mercure Kl Shaw Parade,510799,5,3,3,2,1,6,1
125,454589,Casa Residency,454589,6,5,2,5,2,2,3
126,419043,Easy Hotel,419043,3,5,2,3,4,4,5
127,417793,Sri Langit Hotel KLIA,417793,3,5,2,3,4,4,3
128,417229,Best Western I-City,417229,5,3,3,2,1,6,1
129,411187,Sasana Hotel,411187,6,5,2,5,2,2,4
130,410103,Imperial,410103,3,5,2,3,4,4,4
131,408690,New Wave Hotel  Seri  Kembangan,408690,6,5,2,5,2,2,4
132,402125,ZEN Rooms Chinatown KL,402125,6,5,2,5,2,2,4
133,401656,ZEN Rooms Twin Hotel,401656,6,5,2,5,2,2,4
134,401168,ZEN Rooms Sakura Boutique Hotel,401168,6,5,2,5,2,2,4
135,401091,Manhattan Business Hotel Damansara Perdana,401091,6,5,2,5,2,2,4
136,399887,Cairnhill Hotel Kuala Lumpur,399887,3,3,3,3,4,4,5
137,399489,Sky Star Hotel @ KLIA/KLIA2,399489,6,5,2,5,2,2,3
138,399367,Rain Forest Hotel,399367,6,5,2,5,2,2,4
139,397893,Smile Hotel USJ,397893,6,5,2,5,2,2,4
140,397778,ZEN Rooms Neotel Hotels,397778,3,3,3,3,4,4,5
141,395831,Smile Hotel Selayang Point,395831,6,5,2,5,2,2,4
142,378618,Crossroads Hotel,378618,6,5,2,5,2,2,3
143,378533,OYO 109 V LA PARK HOTEL,378533,6,5,2,5,2,2,4
144,378470,My Hotel @ Sentral 2,378470,6,5,2,5,2,2,3
145,378455,Le Quadri Hotel,378455,3,5,2,3,4,4,3
146,378452,K Hotel,378452,6,5,2,5,2,2,3
147,378373,The Youniq Hotel,378373,6,5,2,5,2,2,3
148,377659,Ceria Boutique Hotel Bukit Bintang,377659,6,5,2,5,2,2,4
149,376161,Container Hotel,376161,6,5,2,5,2,2,4
150,374978,De Palma Hotel Ampang,374978,5,3,3,2,1,6,1
151,371236,The Marque Hotel,371236,6,5,2,5,2,2,3
152,369391,Gardens Hotel & Residences Kuala Lumpur,369391,4,4,4,4,5,1,2
153,362516,Club Dolphin,362516,3,5,2,3,4,4,3
154,337761,Lanson Place Bukit Ceylon Serviced Residences,337761,3,3,3,3,4,4,3
155,265315,Peninsular Resident,265315,3,3,3,3,4,4,5
156,237843,D'Garden Boutique Hotel,237843,6,5,2,5,2,2,4
157,231237,Bukit Bintang T Hotel,231237,6,5,2,5,2,2,4
158,231235,Victory Street Boutique Hotel,231235,6,5,2,5,2,2,4
159,219843,Nouvelle Hotel Kuala Lumpur,219843,2,2,5,1,1,6,5
160,217865,The Regency Kuala Lumpur,217865,5,2,5,2,1,6,1
161,217855,Prescott Hotel Kajang,217855,3,5,2,3,4,4,3
162,217849,My Hotel @ Sentral,217849,3,5,2,3,4,4,3
163,217844,Summer View Hotel,217844,3,5,2,3,4,4,5
164,217833,Bintang Warisan Hotel,217833,3,3,3,3,4,4,3
165,217828,The 5 Elements Hotel,217828,3,5,2,3,4,4,5
166,217039,One-Stop Residence Hotel & Office,217039,5,3,3,2,1,6,1
167,216092,Damas Suites & Residences,216092,5,3,3,2,4,4,3
168,205521,Grand Hyatt Kuala Lumpur,205521,2,2,5,1,1,6,1
169,201161,Fahrenheit Suites Kuala Lumpur,201161,3,5,2,3,4,4,3
170,186842,Hotel Maluri,186842,5,3,3,2,1,6,1
171,148791,Avani Sepang Goldcoast Resort,148791,2,2,5,1,1,6,1
172,111356,Grand Blue Wave Shah Alam,111356,2,2,5,1,1,6,1
173,87105,Summit Hotel Subang USJ,87105,2,2,5,1,1,6,1
174,72913,Alpha Genesis Hotel Kuala Lumpur,72913,3,3,3,3,4,4,3
175,70617,Mandarin Court Hotel Kuala Lumpur,70617,5,3,3,2,1,6,1
176,68840,Pulse Grande Hotel formerly Putrajaya Shangri-La H,68840,3,3,3,3,4,4,3
177,68006,Resorts World Awana,68006,2,2,5,1,1,6,1
178,67727,The Pearl Kuala Lumpur,67727,4,4,4,4,5,1,2
179,64413,MiCasa All Suites Hotel Kuala Lumpur,64413,5,3,3,2,1,6,1
180,58777,AnCasa Hotel Kuala Lumpur,58777,5,2,5,2,1,6,1
181,58183,Empress Hotel Sepang,58183,5,2,5,2,1,6,1
182,41484,D-Villa Residence Kuala Lumpur,41484,6,5,2,5,2,2,3
183,13916,Mandarin Oriental Kuala Lumpur,13916,4,4,4,4,5,1,2
184,11105,Grand Continental,11105,5,2,5,1,1,6,1
185,2809428,Hotel Amara,2809428,6,5,2,5,2,2,4
186,2809322,Big M Hotel,2809322,3,5,2,3,4,4,4
187,2804679,OYO 530 DD Hotel,2804679,6,5,2,5,2,2,4
188,2804665,Drop Inn Lodge City Centre,2804665,6,5,2,5,2,2,4
189,2804658,Hotel 916,2804658,6,5,2,5,2,2,4
190,2804657,Victory 3 Hotel,2804657,6,5,2,5,2,2,4
191,2798684,Paper Plane Hostel,2798684,6,5,2,5,2,2,4
192,2797949,Hotel Trillium,2797949,6,5,2,5,2,2,4
193,2783696,Banyan Tree Kuala Lumpur,2783696,6,5,2,5,2,2,3
194,2769782,The Face Suites,2769782,5,3,3,2,1,6,1
195,2759236,Sovotel Boutique Hotel Kota D'sara 8,2759236,6,5,2,5,2,2,4
196,2758646,One 5 Residence Homestay,2758646,6,5,2,5,2,2,4
197,2757648,NowHere Boutique Suites @ EST KL Sentral,2757648,6,5,2,5,2,2,3
198,2757410,Mov Hotel,2757410,3,3,3,3,4,4,5
199,2755202,Bunk & Bilik Hotel Sri Petaling,2755202,6,5,2,5,2,2,4
200,2755058,Bespoke Hotel Puchong,2755058,3,3,3,3,4,4,3
201,2750216,Nadia Damansara Damai Homestay,2750216,6,5,2,5,2,2,4
202,2749682,Homestay in Amber Court,2749682,6,5,2,5,2,2,4
203,2749264,Tribeca Hotel and Serviced Suites,2749264,3,3,3,3,4,4,3
204,2749118,Villa Solihin,2749118,6,5,2,5,2,2,4
205,2748847,City Comfort Hotel Kuala Lumpur City Centre,2748847,3,5,2,3,4,4,3
206,2748729,Hotel Grand Palace Ampang,2748729,6,5,2,5,2,2,4
207,2747028,Fardain Place,2747028,6,5,2,5,2,2,4
208,2746961,Euzmo Residences at Trefoil,2746961,6,5,2,5,2,2,4
209,2746907,I-City I-Soho Shah Alam Homestay,2746907,6,5,2,5,2,2,4
210,2746880,Aurel Guesthouse Bangi,2746880,6,5,2,5,2,2,4
211,2746823,Go Daily service,2746823,6,5,2,5,2,2,4
212,2746804,Karma's Inn,2746804,6,5,2,5,2,2,4
213,2743995,Pandora Spring Villa,2743995,6,5,2,5,2,2,4
214,2742833,ARK Hotel Subang Airport,2742833,6,5,2,5,2,2,4
215,2741699,Agape Hotel,2741699,6,5,2,5,2,2,4
216,2741408,The b'Hotel Kajang,2741408,6,5,2,5,2,2,4
217,2741244,Bunker Hotel & Restaurant,2741244,6,5,2,5,2,2,4
218,2741125,S8 Boutique Hotel,2741125,6,5,2,5,2,2,4
219,2740829,Magnum Hometel,2740829,6,5,2,5,2,2,4
220,2740596,PJ De Inn,2740596,6,5,2,5,2,2,4
221,2740430,Q One Hotel Dengkil,2740430,6,5,2,5,2,2,4
222,2739745,RHR Hotel @ Selayang,2739745,6,5,2,5,2,2,4
223,2739660,Hotel Mercury,2739660,6,5,2,5,2,2,4
224,2739361,Lisa De Inn,2739361,3,5,2,3,4,4,4
225,2738592,Cintamani Travellers Lodge,2738592,6,5,2,5,2,2,4
226,2737836,Maha Hotel,2737836,6,5,2,5,2,2,4
227,2737642,U3 Hotel,2737642,6,5,2,5,2,2,4
228,2737555,iO Hotel,2737555,6,5,2,5,2,2,4
229,2737451,Ariva Trillion Residences,2737451,5,3,3,2,1,6,5
230,2737438,Space Hotel @ China Town Kuala Lumpur,2737438,3,5,2,3,4,4,4
231,2736945,M Premium Petalz Residence,2736945,6,5,2,5,2,2,4
232,2735576,Dr. Shaz Summer House,2735576,6,5,2,5,2,2,4
233,2735314,SUDO GuestHouse,2735314,6,5,2,5,2,2,4
234,2734960,Bunk & Bilik Hotel Jalan Ipoh,2734960,6,5,2,5,2,2,4
235,2734505,Pine Cone @ Avantas Mid Valley,2734505,6,5,2,5,2,2,4
236,2734119,"Aerotel Kuala Lumpur (Airport Hotel), gateway@klia2",2734119,6,5,2,3,4,4,4
237,2734027,Hotel de Art USJ 21,2734027,6,5,2,5,2,2,4
238,2733942,ZEN Rooms KL Sentral,2733942,6,5,2,5,2,2,4
239,2732913,Capsule Town Hotel,2732913,3,5,2,3,4,4,4
240,2732748,Red By Sirocco,2732748,3,3,3,3,4,4,5
241,2731784,New World Petaling Jaya Hotel,2731784,5,2,5,2,1,6,1
242,2731747,MERCURE SELANGOR SELAYANG,2731747,3,3,3,3,4,4,3
243,2731475,Four Seasons Kuala Lumpur,2731475,5,3,3,2,1,6,1
244,2730534,G Traveler Accommodation - Hostel,2730534,6,5,2,5,2,2,4
245,2729906,Wadi Iman Guesthouse - i-City,2729906,6,5,2,5,2,2,4
246,2729223,Diamondsuite at Times Square KL,2729223,6,5,2,5,2,2,4
247,2729073,Dorms KL 2,2729073,3,5,2,3,4,4,4
248,2728856,Avenue Garden Hotel,2728856,3,3,3,2,4,4,5
249,2728752,Dorms KL,2728752,6,5,2,5,2,2,4
250,2728702,Step Inn Too,2728702,6,5,2,5,2,2,4
251,2720049,Cyberjaya Studio Suites,2720049,6,5,2,5,2,2,4
252,2719915,Little Home at Green Residence Cheras,2719915,6,5,2,5,2,2,4
253,2719798,ROMANCE PEANUT HOUSE @TREFOIL SETIA ALAM,2719798,6,5,2,5,2,2,3
254,2719795,Cozy Homes D'Latour,2719795,3,5,2,3,4,4,5
255,2719794,Richmond & Aston Kiara Suites KL,2719794,6,5,2,5,2,2,3
256,2719789,Pinnacle PJ @ Penguin Homes,2719789,6,5,2,5,2,2,4
257,2719720,AirPorter Bukit Bintang Residence,2719720,6,5,2,5,2,2,3
258,2719719,Orange Hotels Kota Warisan at KLIA,2719719,6,5,2,5,2,2,4
259,2719665,Icon City PJ,2719665,6,5,2,5,2,2,4
260,2719664,De Accommodation,2719664,6,5,2,5,2,2,4
261,2719654,Hotel 99 - Kota Kemuning,2719654,6,5,2,5,2,2,4
262,2719632,Just In Hotel,2719632,6,5,2,5,2,2,4
263,2719601,New Wave Hotel Batu Caves,2719601,6,5,2,5,2,2,4
264,2719555,Da Men Suites S by Subhome,2719555,6,5,2,5,2,2,4
265,2719545,188 Serviced Suites & Shortstay Apartments,2719545,6,5,2,5,2,2,3
266,2719500,Damai 88 KLCC by Luxury Suites Asia,2719500,6,5,2,5,2,2,4
267,2719495,"Alila Bangsar, Kuala Lumpur",2719495,3,3,3,3,4,4,3
268,2718789,Balkoni Hijau at Casa Mutiara KL,2718789,6,5,2,5,2,2,4
269,2718784,Bing Suites,2718784,6,5,2,5,2,2,3
270,2717652,Saba Suites at Vortex KLCC Bukit Bintang,2717652,6,5,2,5,2,2,3
271,2717609,Royal Apartments at Taragon KL,2717609,6,5,2,5,2,2,4
272,2717566,Sovotel Boutique Hotel - Kota D'sara 38A,2717566,6,5,2,5,2,2,4
273,2717538,Hotel 99 - Kelana Jaya,2717538,6,5,2,5,2,2,4
274,2717420,Cozy Hotel @ KL Sentral,2717420,6,5,2,5,2,2,4
275,2717399,Daily Suites Atria,2717399,6,5,2,5,2,2,3
276,2717386,Hotel 99 - Kepong,2717386,6,5,2,5,2,2,4
277,2717375,R&D Stay Services,2717375,6,5,2,5,2,2,3
278,2714695,ABS Bintang Guest House,2714695,6,5,2,5,2,2,4
279,2714381,City View Hotel Kota Warisan,2714381,6,5,2,5,2,2,4
280,2714149,Empire Damansara Guesthouse,2714149,6,5,2,5,2,2,4
281,2713457,Casa Residence Suites,2713457,6,5,2,5,2,2,4
282,2713295,Dreamville Hostel Kuala Lumpur,2713295,6,5,2,5,2,2,4
283,2713141,City Central Hotel,2713141,3,5,2,3,4,4,4
284,2712995,Homie KL - Hostel,2712995,6,5,2,5,2,2,4
285,2712921,Riccarton Capsule Hotel - Hostel,2712921,3,3,3,3,4,4,5
286,2712619,Grocers Inn Backpackers,2712619,6,5,2,5,2,2,4
287,2712604,Check In Hotel,2712604,6,5,2,5,2,2,4
288,2712508,U-STAY,2712508,6,5,2,5,2,2,4
289,2711353,ZEN Rooms Sahabat Guesthouse,2711353,6,5,2,5,2,2,4
290,2711203,OYO 512 â€‹â€‹Havenue Hotel,2711203,6,5,2,5,2,2,4
291,2711189,Don's Den Hotel,2711189,6,5,2,5,2,2,4
292,2707599,New Kajang Hotel,2707599,6,5,2,5,2,2,4
293,2703796,Akar Hotel Jalan TAR,2703796,6,5,2,5,2,2,4
294,2703785,ZEN Rooms Basic Near I-City,2703785,6,5,2,5,2,2,4
295,2703732,La Putri Boutique Hotel,2703732,6,5,2,5,2,2,4
296,2703681,Artisan Eco Hotel,2703681,6,5,2,5,2,2,4
297,2703534,Euro Life Hotel KL Sentral,2703534,6,5,2,5,2,2,4
298,2703288,ZEN Rooms Sunjoy9 Hotel,2703288,6,5,2,5,2,2,4
299,2703180,M & M Hotel KL Sentral,2703180,6,5,2,5,2,2,4
300,2703146,N3 BOUTIQUE HOTEL,2703146,6,5,2,5,2,2,4
301,2703084,Soho Hotel Semenyih,2703084,6,5,2,5,2,2,4
302,2702916,Manhattan Business Hotel TTDI,2702916,6,5,2,5,2,2,3
303,2702911,Tian Jing Hotel,2702911,6,5,2,5,2,2,4
304,2702899,BB Inn Chow Kit,2702899,6,5,2,5,2,2,4
305,2702883,Hotel Twenty 8B,2702883,6,5,2,5,2,2,3
306,2702858,Bloommaze Boutique Hotel,2702858,6,5,2,5,2,2,4
307,2702682,Lisora Hotel,2702682,6,5,2,5,2,2,4
308,2702673,Hotel Tenera Bandar Baru Bangi,2702673,2,2,5,1,5,1,5
309,2702565,Hill Inn Hotel Batu Cave,2702565,3,5,2,3,4,4,4
310,2702510,9 Square Hotel - Sri Kembangan,2702510,6,5,2,5,2,2,4
311,2702488,MTREE Hotel,2702488,3,3,3,2,4,4,5
312,2702455,ZigZag Travellers Home (Formerly known as Marquee Guest Houzz),2702455,6,5,2,5,2,2,4
313,2702443,Ahyu hotel,2702443,6,5,2,5,2,2,3
314,2702426,Musse Hotel,2702426,6,5,2,5,2,2,4
315,2702348,OYO 337 Iris Hotel,2702348,6,5,2,5,2,2,4
316,2702314,The Bodhi Lodge - Hostel,2702314,6,5,2,5,2,2,4
317,2702294,OYO 327 Buddy's Hotel,2702294,6,5,2,5,2,2,4
318,2702235,Hotel Hamilas,2702235,6,5,2,5,2,2,4
319,2702223,KK Hotel Jalan Pahang,2702223,6,5,2,5,2,2,4
320,2702210,Lavender Inn Usj,2702210,6,5,2,5,2,2,4
321,2702194,ASHLEY Boutique Hotel,2702194,6,5,2,5,2,2,4
322,2702163,Roof Garden Hotel,2702163,6,5,2,5,2,2,4
323,2702143,OYO 326 TC Hotel,2702143,6,5,2,5,2,2,4
324,2702018,InnB Park Hotel,2702018,3,3,3,3,4,4,5
325,2701991,One Enigma Hotel,2701991,6,5,2,5,2,2,4
326,2701968,De Grand Boutique Hotel,2701968,6,5,2,5,2,2,4
327,2701961,OYO 330 Cchinee Hotel,2701961,6,5,2,5,2,2,4
328,2701929,HYD Hotel Wangsa Maju,2701929,6,5,2,5,2,2,4
329,2701882,Hotel Sunbeam Palm,2701882,6,5,2,5,2,2,4
330,2701862,Hotel Elwarda KL City,2701862,6,5,2,5,2,2,4
331,2701812,Kristal Inn Hotel,2701812,6,5,2,5,2,2,4
332,2701651,Putra Heights New Wave Hotel,2701651,6,5,2,5,2,2,4
333,2701588,Best View Boutique Hotel Kota Kemuning,2701588,6,5,2,5,2,2,4
334,2701564,Eco Garden Hotel,2701564,6,5,2,5,2,2,4
335,2701508,Nginap Hotel,2701508,6,5,2,5,2,2,4
336,2696344,OYO 439 Night Queen Hotel,2696344,6,5,2,5,2,2,4
337,2689822,Sunway Velocity Hotel,2689822,2,2,5,1,1,6,1
338,2689428,Sheraton Petaling Jaya Hotel,2689428,5,3,3,2,1,6,1
339,2688792,Sofitel Kuala Lumpur Damansara,2688792,5,2,5,2,1,6,1
340,2684165,Orkid Inn Mahkota Cheras,2684165,6,5,2,5,2,2,4
341,2681644,ZEN Rooms Bukit Jalil,2681644,6,5,2,5,2,2,4
342,2681574,De Ideal Hotel,2681574,6,5,2,5,2,2,4
343,2681481,ZEN Rooms Kota Damansara,2681481,6,5,2,5,2,2,4
344,2681084,Dash Box Hotel,2681084,3,5,2,3,4,4,3
345,2680324,Spring Lodge Hotel Kuala Lumpur,2680324,6,5,2,5,2,2,4
346,2679850,Grand Sri Lagenda,2679850,3,3,3,3,4,4,5
347,2679772,Mil Design Hotel Kuala Lumpur,2679772,6,5,2,5,2,2,4
348,2679633,Adamson Park Hotel,2679633,6,5,2,5,2,2,4
349,2679377,Hotel Gulshan,2679377,6,5,2,5,2,2,4
350,2677185,One Hartamas Hotel Sri Hartamas,2677185,6,5,2,5,2,2,4
351,2677128,Matahari Lodge,2677128,6,5,2,5,2,2,4
352,2677117,H Boutique Hotel Kota Damansara,2677117,6,5,2,5,2,2,4
353,2676645,OYO 812 Hotel Meria,2676645,6,5,2,5,2,2,4
354,2673915,Ran Pacific Serviced Suites & Apartments,2673915,6,5,2,5,2,2,3
355,2669036,Element Kuala Lumpur,2669036,5,3,3,2,1,6,1
356,2668787,ZEN Rooms Basic Bukit Bintang,2668787,6,5,2,5,2,2,3
357,2665592,B Lot Hotel,2665592,6,5,2,5,2,2,3
358,2665273,Laman Green The Boutique Hotel,2665273,6,5,2,5,2,2,4
359,2664653,Palm Inn Ampang Point,2664653,6,5,2,5,2,2,4
360,2663996,Bizz Hotel,2663996,6,5,2,5,2,2,4
361,2663001,Urban Bird Hotel,2663001,6,5,2,5,2,2,4
362,2662052,SIGNATURE INTERNATIONAL HOTEL @ PUDURAYA,2662052,3,3,3,3,4,4,5
363,599880,OYO 280 Hotel Dragon Inn,599880,6,5,2,5,2,2,4
364,599878,SUMMER SUITES RESIDENCES BY SUBHOME,599878,6,5,2,5,2,2,3
365,599784,Orange Premier Hotel Taman Segar,599784,6,5,2,5,2,2,4
366,599680,OYO 324 Johnshun Hotel,599680,6,5,2,5,2,2,4
367,599679,Private Suite at Taragon,599679,6,5,2,5,2,2,4
368,599482,Summit Signature Hotel OUG Kuala Lumpur,599482,6,5,2,5,2,2,4
369,599481,GM Grand Moments Hotel,599481,6,5,2,5,2,2,4
370,599453,Sri Packers Hotel,599453,6,5,2,5,2,2,4
371,599441,Worldview Grand Hotel,599441,3,5,2,3,4,4,5
372,599438,Fast Hotel Idaman,599438,6,5,2,5,2,2,4
373,599332,Hotel Q Inn,599332,6,5,2,5,2,2,4
374,599270,Hotel Shalimar,599270,6,5,2,5,2,2,4
375,599189,Flora by Crossroads Hotel,599189,6,5,2,5,2,2,4
376,599187,Qlassic Hotel,599187,6,5,2,5,2,2,4
377,599181,City Edge Hotel,599181,6,5,2,5,2,2,4
378,599049,Mingle Hostel Kuala Lumpur,599049,6,5,2,5,2,2,4
379,599028,Premier Times International Services Studio & Hotel,599028,6,5,2,5,2,2,3
380,596606,A&F Tropics Homestay,596606,6,5,2,5,2,2,4
381,596595,Luxury Service Suite At Taragon KL,596595,6,5,2,5,2,2,3
382,596583,Avenue Bangi Hotel,596583,6,5,2,5,2,2,4
383,596557,Travelogue KL - Hostel,596557,6,5,2,5,2,2,4
384,596549,33 Hotel Cheras,596549,6,5,2,5,2,2,4
385,596524,City Inn Hotel,596524,6,5,2,5,2,2,4
386,596521,Global Inn Hotel,596521,6,5,2,5,2,2,4
387,596512,The Signature Hotel & Serviced Suites Kuala Lumpur,596512,3,3,3,3,4,4,3
388,596412,Station Hotel Klang,596412,6,5,2,5,2,2,4
389,596379,Bello & Bella Boutique Hotel,596379,6,5,2,5,2,2,4
390,593885,Sim Hotel Bukit Bintang Kuala Lumpur,593885,6,5,2,5,2,2,3
391,592790,"ANN Hotel Kuala Lumpur, Setiawangsa",592790,6,5,2,5,2,2,4
392,592397,Adya Hotel Kuala Lumpur,592397,3,5,2,3,4,4,4
393,590601,Day Cocoon Hotel,590601,6,5,2,5,2,2,4
394,587128,OYO 325 Damansara Inn,587128,6,5,2,5,2,2,4
395,584949,Duta Hotel  Residence,584949,6,5,2,5,2,2,4
396,584944,Irsia Guesthouse,584944,6,5,2,5,2,2,4
397,582969,ZEN Rooms Raja Chulan,582969,6,5,2,5,2,2,4
398,582746,Tune Hotel KL PWTC,582746,3,3,3,3,4,4,5
399,582735,ZEN Premium Hulo Hotel,582735,6,5,2,5,2,2,3
400,582734,Geno Hotel Shah Alam,582734,5,3,3,2,1,6,1
401,582034,Joy Inn Hotel,582034,6,5,2,5,2,2,4
402,581561,Green Hotel Puchong,581561,6,5,2,5,2,2,4
403,576188,Cosmo Hotel,576188,2,2,5,1,1,6,1
404,572667,Hotel Kepong,572667,3,3,3,3,4,4,5
405,572492,Hotel Bintang,572492,6,5,2,5,2,2,4
406,572341,T Hotel Jalan Tar,572341,3,3,3,3,4,4,5
407,572340,SH Hotel Pudu,572340,6,5,2,5,2,2,4
408,572334,S-Suites at Scott Garden,572334,6,5,2,5,2,2,3
409,572332,ZEN Premium Ampang Hilir,572332,6,5,2,5,2,2,3
410,572331,Fast Hotel Setapak,572331,6,5,2,5,2,2,4
411,572330,The Regency Scholars Hotel Kuala Lumpur,572330,3,3,3,3,4,4,5
412,571818,Bintang Fairlane Residence,571818,3,5,2,3,4,4,3
413,569511,"New Town Hotel Sunway Metro, Bandar Sunway",569511,3,5,2,3,4,4,4
414,564147,OYO 251 Intime Hotel,564147,6,5,2,5,2,2,4
415,564117,Sojourn Guest House,564117,6,5,2,5,2,2,4
416,564104,Fan Holiday Hotel,564104,6,5,2,5,2,2,4
417,564092,ZEN Rooms Basic Near KTM Sentul,564092,6,5,2,5,2,2,4
418,564091,Hotel 57,564091,6,5,2,5,2,2,4
419,564074,Mimilala Boutique Hotel ,564074,6,5,2,5,2,2,4
420,564069,Sun Inns Hotel Sentral Brickfields,564069,6,5,2,5,2,2,4
421,564061,Ampang Inn Hotel,564061,6,5,2,5,2,2,4
422,564037,Kota Damansara Boutique Hotel,564037,6,5,2,5,2,2,4
423,564024,Harbour Hotel,564024,6,5,2,5,2,2,4
424,564019,Hotel de Art Section 19 Shah Alam,564019,6,5,2,5,2,2,4
425,564004,Orange Hotels Sungai Buloh,564004,6,5,2,5,2,2,4
426,564001,Orange Hotels Sri Petaling,564001,6,5,2,5,2,2,4
427,563990,Crystal Garden Hotel,563990,6,5,2,5,2,2,4
428,563984,W Studio Resort Suites at Pyramid Tower,563984,6,5,2,5,2,2,3
429,563981,Pudu Inn Hotel,563981,6,5,2,5,2,2,4
430,563969,GM Hotel Sunway Metro,563969,6,5,2,5,2,2,4
431,563943,Hotel Sri Sutra - Bandar Sri Damansara,563943,6,5,2,5,2,2,4
432,563820,EV World Hotel Kajang,563820,6,5,2,5,2,2,4
433,563797,OYO 220 Hotel Sri Maluri,563797,6,5,2,5,2,2,4
434,563790,Orange Premier Hotel Wangsa Maju,563790,6,5,2,5,2,2,4
435,563786,H Boutique Hotel Sri Petaling,563786,6,5,2,5,2,2,4
436,563771,SohoTown 2 Hotel,563771,6,5,2,5,2,2,4
437,563693,Acappella Suite Hotel,563693,5,3,3,2,1,6,5
438,563675,Nan Yeang Hotel,563675,3,5,2,3,4,4,5
439,563673,OYO 410 Brickfields Park Hotel,563673,6,5,2,5,2,2,4
440,560771,Bjorn Boutique Hotel Wangsa Maju,560771,6,5,2,5,2,2,4
441,560137,D Boutique Hotel,560137,6,5,2,5,2,2,4
442,557953,M Design Hotel Seri Kembangan,557953,6,5,2,5,2,2,4
